fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,sulfur_ratio,quality
9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,0.4230769230769231,6
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,0.42105263157894735,5
6.7,0.75,0.010000000000000009,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,0.53125,6
10.5,0.42,0.66,2.95,0.1159999999999999,12.0,29.0,0.997,3.24,0.75,11.7,0.41379310344827586,7
11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,0.43478260869565216,7
12.6,0.38,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,0.24390243902439024,6
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,0.1728395061728395,5
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,0.42,6
11.9,0.58,0.66,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,0.16216216216216217,5
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,0.4,5
12.8,0.615,0.66,5.800000000000001,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,0.16666666666666666,7
12.8,0.615,0.66,5.800000000000001,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,0.16666666666666666,7
10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,0.4583333333333333,5
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,0.3333333333333333,7
7.9,0.24,0.4,1.6,0.0559999999999999,11.0,25.0,0.9967,3.32,0.87,8.7,0.44,6
9.1,0.28,0.48,1.7999999999999998,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,0.5652173913043478,6
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,0.40425531914893614,6
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,0.3333333333333333,7
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,0.4074074074074074,6
7.7,0.51,0.28,2.033333333333333,0.087,23.0,54.0,0.998,3.42,0.74,9.2,0.42592592592592593,5
7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,0.4339622641509434,6
5.6,0.85,0.04999999999999999,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,0.13636363636363635,8
13.7,0.415,0.6800000000000002,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,0.3953488372093023,6
9.5,0.37,0.52,2.0,0.0819999999999999,6.0,26.0,0.998,3.18,0.51,9.5,0.23076923076923078,5
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,0.18421052631578946,7
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,0.2653061224489796,6
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,0.21428571428571427,5
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,0.24390243902439024,6
7.7,0.69,0.04999999999999999,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,0.5555555555555556,5
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,0.32142857142857145,6
12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,0.4,7
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,0.5306122448979592,4
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,0.3023255813953488,6
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,0.19480519480519481,5
9.9,0.4,0.53,6.699999999999999,0.0969999999999999,6.0,19.0,0.9986,3.27,0.82,11.7,0.3157894736842105,7
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,0.19672131147540983,5
8.6,0.725,0.24,6.6,0.1169999999999999,31.0,134.0,1.0014,3.32,1.07,9.3,0.23134328358208955,5
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,0.3,6
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,0.27419354838709675,5
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,0.35,6
6.8,0.77,0.0,1.7999999999999998,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,0.6538461538461539,5
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,0.6666666666666666,7
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,0.25,5
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,0.25,7
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,0.6666666666666666,7
6.4,0.67,0.08000000000000002,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,0.3958333333333333,6
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,0.1875,6
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,0.3,5
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,0.37142857142857144,6
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,0.25,7
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,0.3181818181818182,5
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,0.3333333333333333,5
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,0.4074074074074074,6
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,0.3333333333333333,5
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,0.6129032258064516,6
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,0.2727272727272727,6
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,0.14,5
12.6,0.31000000000000005,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,0.20689655172413793,8
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,0.13953488372093023,7
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,0.4305555555555556,5
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,0.375,5
8.6,0.53,0.22,2.0,0.075,7.0,27.0,0.9967,3.2,0.56,10.2,0.25925925925925924,6
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,0.4857142857142857,6
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,0.4857142857142857,6
6.8,0.56,0.03,1.7000000000000002,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,0.5142857142857142,6
10.4,0.33000000000000007,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,0.22727272727272727,7
7.0,0.22999999999999998,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,0.31343283582089554,5
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,0.3157894736842105,8
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,0.22727272727272727,5
9.2,0.63,0.21,2.7,0.0969999999999999,29.0,65.0,0.9988,3.28,0.58,9.6,0.4461538461538462,5
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,0.6086956521739131,6
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,0.3157894736842105,5
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,0.3333333333333333,6
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,0.4117647058823529,6
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,0.3888888888888889,6
11.4,0.48333333333333334,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,0.2857142857142857,6
8.7,0.82,0.019999999999999962,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,0.75,5
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,0.3191489361702128,5
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,0.4807692307692308,6
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,0.36764705882352944,6
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,0.17857142857142858,5
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,0.375,5
10.4,0.24,0.49,1.7999999999999998,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,0.3,6
9.4,0.685,0.10999999999999999,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,0.1935483870967742,6
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,0.35294117647058826,8
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,0.3888888888888889,5
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,0.35294117647058826,5
10.2,0.645,0.36,1.7999999999999998,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,0.35714285714285715,6
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,0.38461538461538464,6
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,0.48,7
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,0.48148148148148145,7
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,0.2839506172839506,6
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,0.3076923076923077,6
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,0.3125,8
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,0.3684210526315789,6
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,0.3805309734513274,5
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,0.3125,8
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,0.2839506172839506,6
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,0.3684210526315789,6
10.4,0.44,0.73,6.549999999999999,0.074,38.0,76.0,0.999,3.17,0.85,12.0,0.5,7
10.4,0.44,0.73,6.549999999999999,0.074,38.0,76.0,0.999,3.17,0.85,12.0,0.5,7
10.5,0.24,0.42,1.7999999999999998,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,0.2727272727272727,7
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,0.38461538461538464,7
10.4,0.24,0.46,1.7999999999999998,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,0.2857142857142857,7
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,0.46153846153846156,6
13.3,0.29000000000000004,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,0.5348837209302325,7
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,0.41935483870967744,6
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,0.30612244897959184,6
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,0.4,7
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,0.4,7
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,0.2251655629139073,5
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,0.35714285714285715,6
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,0.3125,3
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,0.45454545454545453,6
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,0.2676056338028169,5
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,0.19827586206896552,5
7.0,0.38,0.49,2.5,0.0969999999999999,33.0,85.0,0.9962,3.39,0.77,11.4,0.38823529411764707,6
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,0.18181818181818182,5
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,0.2857142857142857,5
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,0.2857142857142857,5
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,0.45454545454545453,6
10.133333333333333,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,0.40625,6
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,0.18181818181818182,5
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,0.38461538461538464,6
9.2,0.59,0.24,3.3,0.1009999999999999,20.0,47.0,0.9988,3.26,0.67,9.6,0.425531914893617,5
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,0.29411764705882354,6
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,0.25,5
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.5866666666666667,11.0,0.3018867924528302,6
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,0.3584905660377358,5
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,0.35714285714285715,6
10.6,0.31000000000000005,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,0.2857142857142857,6
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,0.391304347826087,6
6.8,0.51,0.010000000000000009,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,0.36,6
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,0.3111111111111111,6
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,0.3181818181818182,6
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,0.3333333333333333,5
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,0.43478260869565216,5
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,0.5882352941176471,6
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,0.43478260869565216,5
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,0.1276595744680851,6
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,0.2631578947368421,5
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,0.37272727272727274,5
7.6,0.29000000000000004,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,0.4166666666666667,6
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,0.1276595744680851,6
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,0.2631578947368421,5
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,0.3333333333333333,6
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,0.25,6
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,0.4523809523809524,6
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,0.35714285714285715,5
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,0.42857142857142855,4
8.8,0.44,0.49,2.8,0.083,18.0,111.0,0.9982,3.3,0.6,9.5,0.16216216216216217,5
8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,0.15454545454545454,5
10.6,0.31000000000000005,0.49,2.2,0.063,18.0,40.0,0.9976,3.14,0.51,9.8,0.45,6
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,0.35714285714285715,5
12.3,0.5,0.49,2.2,0.089,5.0,14.0,1.0002,3.19,0.44,9.6,0.35714285714285715,5
12.0,0.28,0.49,1.9,0.074,10.0,21.0,0.9976,2.98,0.66,9.9,0.47619047619047616,7
7.3,0.73,0.24,1.9,0.108,18.0,102.0,0.9967,3.26,0.59,9.466666666666667,0.17647058823529413,5
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,0.28,5
6.6,0.39,0.49,1.7000000000000002,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,0.15436241610738255,6
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,0.28,5
9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0004,3.29,0.58,9.0,0.20930232558139536,5
8.9,0.595,0.41,7.9,0.086,30.0,109.0,0.9998,3.27,0.57,9.3,0.27522935779816515,5
12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,0.25,6
8.5,0.585,0.18,2.1,0.078,5.0,30.0,0.9967,3.2,0.48,9.8,0.16666666666666666,6
7.7,0.835,0.0,2.6,0.081,6.0,14.0,0.9975,3.3,0.52,9.3,0.42857142857142855,5
8.3,0.58,0.13,2.9,0.096,14.0,63.0,0.9984,3.17,0.62,9.1,0.2222222222222222,6
8.8,0.48,0.41,3.3,0.092,26.0,52.0,0.9982,3.31,0.53,10.5,0.5,6
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,12.7,0.38461538461538464,6
8.8,0.24,0.54,2.5,0.083,25.0,57.0,0.9983,3.39,0.54,9.2,0.43859649122807015,5
13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,0.3125,5
7.5,0.64,0.0,2.4,0.077,18.0,29.0,0.9965,3.32,0.6,10.0,0.6206896551724138,6
9.6,0.6,0.5,2.3,0.079,28.0,71.0,0.9997,3.5,0.57,9.7,0.39436619718309857,5
11.5,0.31000000000000005,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,0.5,6
11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.9988,3.09,0.8,9.3,0.375,5
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,0.14285714285714285,5
8.2,0.56,0.23,3.4,0.078,14.0,104.0,0.9976,3.28,0.62,9.4,0.1346153846153846,5
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,0.28125,5
6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,0.3620689655172414,5
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,0.3333333333333333,5
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,0.3333333333333333,5
8.7,0.54,0.26,2.5,0.0969999999999999,7.0,31.0,0.9976,3.27,0.6,9.3,0.22580645161290322,6
7.6,0.685,0.23,2.3,0.111,20.0,84.0,0.9964,3.21,0.61,9.3,0.23809523809523808,5
8.7,0.54,0.26,2.5,0.0969999999999999,7.0,31.0,0.9976,3.27,0.6,9.3,0.22580645161290322,6
10.4,0.28,0.54,2.7,0.105,5.0,19.0,0.9988,3.25,0.63,9.5,0.2631578947368421,5
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,0.4883720930232558,6
10.1,0.935,0.22,3.4,0.105,11.0,86.0,1.001,3.43,0.64,11.3,0.12790697674418605,4
8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,0.7272727272727273,5
9.6,0.88,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,9.4,0.20408163265306123,5
9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,0.21379310344827587,5
8.9,0.29000000000000004,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,0.43859649122807015,6
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,0.4,5
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,0.4,5
9.9,0.54,0.45,2.3,0.071,16.0,40.0,0.9991,3.39,0.62,9.4,0.4,5
8.3,0.845,0.010000000000000009,2.2,0.07,5.0,14.0,0.9967,3.32,0.58,11.0,0.35714285714285715,4
8.7,0.48,0.3,2.8,0.066,10.0,39.333333333333336,0.9964,3.33,0.67,11.2,0.2542372881355932,7
6.7,0.42,0.27,8.600000000000001,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,0.16216216216216217,6
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,0.25,5
9.4,0.33000000000000007,0.59,2.8,0.079,9.0,30.0,0.9976,3.12,0.54,12.0,0.3,6
8.6,0.47,0.47,2.4,0.074,7.0,29.0,0.9979,3.08,0.4600000000000001,9.5,0.2413793103448276,5
9.7,0.55,0.17,2.9,0.087,20.0,53.0,1.0004,3.14,0.61,9.4,0.37735849056603776,5
10.7,0.43,0.39,2.2,0.106,8.0,32.0,0.9986,2.89,0.5,9.6,0.25,5
12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,0.5476190476190477,7
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,0.25,6
7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,0.25,6
7.5,0.42,0.31,1.6,0.08,15.0,42.0,0.9978,3.31,0.64,9.0,0.35714285714285715,5
7.2,0.57,0.060000000000000026,1.6,0.076,9.0,27.0,0.9972,3.36,0.7,9.6,0.3333333333333333,6
9.4,0.59,0.14,2.0,0.084,25.0,48.0,0.9981,3.14,0.56,9.7,0.5208333333333334,5
8.3,0.49,0.36,1.7999999999999998,0.222,6.0,16.0,0.998,3.18,0.6,9.5,0.375,6
11.3,0.3516666666666667,0.45,2.0,0.0819999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,0.4,6
11.3,0.34,0.45,2.0,0.0819999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,0.4,6
8.2,0.73,0.21,1.7000000000000002,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,0.38461538461538464,5
8.2,0.73,0.21,1.7000000000000002,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,0.38461538461538464,5
10.8,0.4,0.41,2.2,0.084,7.0,17.0,0.9984,3.08,0.67,9.3,0.4117647058823529,6
8.6,0.8,0.10999999999999999,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,0.3870967741935484,5
8.3,0.78,0.1,2.6,0.081,45.0,87.0,0.9983,3.48,0.53,10.0,0.5172413793103449,5
10.8,0.26,0.45,3.3,0.06,20.0,49.0,0.9972,3.13,0.54,9.6,0.40816326530612246,5
8.0,0.45,0.23,2.2,0.094,16.0,29.0,0.9962,3.21,0.49,10.2,0.5517241379310345,6
8.5,0.46,0.31,2.25,0.078,32.0,58.0,0.998,3.33,0.54,9.8,0.5517241379310345,5
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,0.3333333333333333,5
9.8,0.98,0.32,2.3,0.078,35.0,152.0,0.998,3.25,0.48,9.4,0.23026315789473684,5
8.1,0.78,0.23,2.6,0.059,5.0,15.0,0.997,3.37,0.56,11.3,0.3333333333333333,5
7.7,0.66,0.04000000000000001,1.6,0.03900000000000001,3.9999999999999982,9.0,0.9962,3.4,0.47,9.4,0.44444444444444425,5
8.1,0.38,0.48,1.7999999999999998,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,0.29411764705882354,5
9.2,0.9199999999999999,0.24,2.6,0.087,12.0,93.0,0.9998,3.48,0.54,9.8,0.12903225806451613,5
8.6,0.49,0.51,2.0,0.42199999999999993,16.0,62.0,0.9979,3.03,1.17,9.0,0.25806451612903225,5
9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,0.1721311475409836,5
9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,0.192,5
5.1,0.47,0.019999999999999962,1.3,0.034,18.0,44.0,0.9921,3.9,0.62,12.8,0.4090909090909091,6
7.0,0.65,0.019999999999999962,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,0.32,6
9.4,0.615,0.28,3.2,0.087,18.0,72.0,1.0001,3.31,0.53,9.7,0.25,5
11.8,0.38,0.55,2.1,0.071,5.0,19.0,0.9986,3.11,0.62,10.8,0.2631578947368421,6
10.6,1.02,0.43,2.9,0.076,26.0,88.0,0.9984,3.08,0.57,10.1,0.29545454545454547,6
7.0,0.65,0.019999999999999962,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,0.32,6
7.0,0.64,0.019999999999999962,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,0.391304347826087,6
7.5,0.38,0.48,2.6,0.073,22.0,84.0,0.9972,3.32,0.7,9.6,0.2619047619047619,4
9.1,0.765,0.04000000000000001,1.6,0.078,3.9999999999999982,14.0,0.998,3.29,0.54,9.7,0.2857142857142856,4
8.4,1.035,0.15000000000000002,6.0,0.073,11.0,54.0,0.999,3.37,0.49,9.9,0.2037037037037037,5
7.0,0.78,0.08000000000000002,2.0,0.093,10.0,19.0,0.9956,3.4,0.47,10.0,0.5263157894736842,5
7.4,0.49,0.19,3.0,0.077,16.0,37.0,0.9966,3.37,0.51,10.5,0.43243243243243246,5
7.8,0.545,0.12,2.5,0.068,11.0,35.0,0.996,3.34,0.61,11.6,0.3142857142857143,6
10.6,1.025,0.43,2.8,0.08,21.0,84.0,0.9985,3.06,0.57,10.1,0.25,5
8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,0.14285714285714285,5
9.9,0.74,0.28,2.6,0.078,21.0,77.0,0.998,3.28,0.51,9.8,0.2727272727272727,5
7.6,0.46,0.10999999999999999,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,0.24489795918367346,5
8.4,0.56,0.04000000000000001,2.0,0.0819999999999999,10.0,39.666666666666664,0.9976,3.22,0.44,9.6,0.25210084033613445,5
7.1,0.66,0.0,3.9,0.086,17.0,45.0,0.9976,3.46,0.54,9.5,0.37777777777777777,5
8.4,0.56,0.04000000000000001,2.0,0.0819999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,0.45454545454545453,5
